ID	Polarity	Text	
584	pos	यहां शिवलिंग का शहद, चंदन, बेलपत्र और फूल से विशेष श्रृंगार किया जाता है। 	category=
585	neu	मंदिर का निर्माण लाखौरी ईट और सुर्खी-चूना से हुआ है। 	category=
586	pos	चार खंभों पर खड़ा मंदिर एक ही पत्थर से बना है जिसमें कहीं जोड़ नहीं है। 	category=
587	pos	प्रकृति ने मनाली का श्रृंगार खुले हाथों से किया है। 	category=
588	pos	साल भर बर्फ से लदे रहने वाले गगन चूमते पर्वत, प्राकृतिक सौंदर्य के मालिक मनाली के पर्यटन स्थल और देव-संस्कृति आदि यहां आने वाले पर्यटकों के दिलों में गहराई तक उतर जाते हैं। 	category=
589	pos	पर्यटन नगरी मनाली देशी-विदेशी सैलानियों की पसंदीदा सैरगाह बनने लगी है। 	category=
590	neu	देश के किसी भी कोने से हवाई सेवा द्वारा मनाली के भुंतर हवाई अड्डे तक पहुंचा जा सकता है। 	category=
591	neu	सैलानी का पहला दिन समुद्र तल से 13050 फीट ऊंचे रोहतांग दर्रे पर कटता है, जहां सैलानी पल-पल रंग बदलते मौसम का कायल हो जाता है।	category=
592	neu	बर्फ से लदा रोहतांग साल भर सैलानियों को बर्फ की चांदी से रूबरू कराता है। 	category=
593	pos	इसी दिन सैलानी राहलाफाल में झरने का आनंद भी लेते हैं। 	category=
594	pos	मढ़ी में पसंदीदा व्यंजनों का आनंद लेने के बाद मनाली का रुख करते हैं।	category=
595	neu	दूसरे दिन सैलानी एडवेंचर स्पो‌र्ट्स के लिए सोलंगनाला का रुख करते हैं। 	category=
596	pos	यहां फातरू पर्यटन स्थल गर्मी में भी सर्दी का अहसास कराता है। 	category=
597	neu	सैलानी रोपवे के जरिए फातरू तक पहुंच जाता है। 	category=
598	neu	सोलंग में अंजनी महादेव धार्मिक पर्यटन स्थल है। 	category=
599	neu	यहां अक्टूबर से अप्रैल तक प्राकृतिक रूप से बहने वाले झरने से शिवलिंग बनता है, जो फरवरी में 25 फीट ऊंचाई का आकार ले लेता है। 	category=
600	pos	यहां ऐतिहासिक गुरुद्वारा और गर्म पानी के चश्मे सभी का मन मोह लेते हैं। 	category=
601	neu	मनीकरण के रास्ते में कसोल, भुंतर, कुल्लू, वैष्णों देवी मंदिर, अंगोरा फार्म, फिश फार्म से भी सैलानी रूबरू होते हैं। 	category=
602	pos	मनाली में आराध्य देवी माता हडिंबा, सृष्टि के रचयिता मनु महाराज का ऐतिहासिक मंदिर, गुरु वशिष्ठ का मंदिर, क्लब हाउस, गोंपा मंदिर, वन-विहार सहित अनेक पर्यटक स्थल मन मोह लेते हैं। 	category=
603	neu	यहां जून महीने में सैलानियों की सबसे अधिक भीड़ रहती है। 	category=
604	neu	मनाली-कुल्लू में एक हजार के लगभग होटल, गेस्ट हाउस, होम स्टे व कॉटेज हैं। 	category=
605	pos	सोलंग स्थित हिमालयन रोपवे और मनाली के बाहंग में स्थित हिम वैली फन पार्क सैलानियों के आकर्षण के केंद्र बने हुए हैं। 	category=
606	pos	सैलानी रोपवे के सुहाने सफर का आनंद लेते हुए 10 हजार फीट की ऊंचाई वाले पर्यटन स्थल फातरू की बर्फीली वादियों का आनंद उठा सकते हैं। 	category=
607	pos	बाहंग के हिम वैली फन पार्क में भी सैलानी दस्तक देकर सुकून के दो पल बिताते हुए मनाली की यात्रा को यादगार बना सकते हैं। 	category=
608	neu	इस वर्ष मनाली के पर्यटन स्थलों पर भारी बर्फबारी हुई है। 	category=
609	pos	रोहतांग में 15 फीट के करीब बर्फ जमा हो गई थी, जबकि बर्फ से लदे पर्यटन स्थल सोलंग नाला, गुलाबा, राहलाफाल और मढ़ी भी सैलानियों का भरपूर मनोरंजन करने को तैयार हैं। 	category=
610	neu	मनाली में 9 किमी. वाले रोहतांग टनल का निर्माण कार्य भी युद्धस्तर पर चल रहा है। 	category=
611	pos	टनल के बनते ही सैलानियों को रोहतांग सहित लाहुल के अद्भुत पर्यटन स्थलों से रूबरू होने का मौका मिलेगा।    	category=
612	pos	दरगाह अजमेर शरीफ का भारत में बड़ा महत्व है। 	category=
613	pos	ख्वाजा मोइनुद्धीन चिश्ती की दरगाह-ख्वाजा साहब या ख्वाजा शरीफ अजमेर आने वाले सभी धर्मो के लोगों के लिए एक पवित्र स्थान है।	category=
614	neu	सूफी संत ख्वाजा मोइउद्दीन चिरती की दरगाह पर हर साल उर्स का आयोजन होता है। 	category=
615	pos	विश्व प्रसिद्ध अजमेर उर्स के मौके पर लाखों लोग चादर चढ़ाने आते हैं। 	category=
616	neu	चांदी के दरवाजे वाली इस दरगाह का निर्माण कई चरणों में हुआ जहां संत की मूल कब्र है जो संगमरमर की बनी है। 	category=
617	pos	मक्का के बाद सभी मुस्लिम तीर्थ स्थलों में इसका दूसरा स्थान हैं, इसलिए इसे भारत का मक्का भी कहा जाता हैं।	category=
618	pos	अजमेर शहर के बीच बनी यह सुंदर कृतिम झील यहां का सबसे रमणीक स्थल है। 	category=
619	neu	आनासागर झील 13 किमी के क्षेत्र में फैली है जो पृथ्वी राज चौहान के पितामह अनाजी चौहान द्वारा निर्मित की गई थी। 	category=
620	neu	इसके जल में संध्या के समय किनारे पर खड़े विशाल नाग पहाड़ का प्रतिबिंब झलकता है।	category=
621	pos	पुष्कर राजस्थान के अजमेर जिले में एक प्रसिद्ध धार्मिक स्थान है। 	category=
622	pos	पुष्कर राजस्थान में विख्यात तीर्थस्थान है। 	category=
623	pos	पर्यटकों का स्वर्ग तीर्थराज पुष्कर में प्रतिवर्ष प्रसिद्ध 'पुष्कर मेला' लगता है जिसमें बड़ी संख्या में देशी-विदेशी पर्यटक भी आते हैं। 	category=
624	pos	यहां पवित्र पुष्कर झील है और नजदीक में ब्रह्मा जी का पवित्र मंदिर है जिससे प्रति वर्ष अनेक तीर्थयात्री यहां आते हैं।	category=
625	pos	अजमेर की ऐतिहासिक धरोहर तारागढ़ दुर्ग की दीवारें व बुर्ज पर्यटकों को लुभाते हैं।	category=
626	neu	यह ख्वाजा मोइनुद्दीन चिश्ती दरगाह से आगे कुछ ही दूरी पर स्थित है। 	category=
627	pos	इस खंडहरनुमा इमारत में 7 मेहराब एंव हिन्दू-मुस्लिम कारीगिरी के 70 खंबे बने हैं तथा छत पर भी शानदार कारीगिरी की गई है। 	category=
628	neu	आधे दिन का झोपड़ा एक मस्जिद है। 	category=
629	neu	कहा जाता है कि इसे केवल ढाई दिन के समय में बनाई गई। 	category=
630	pos	यह मस्जिद भारतीय-मुस्लिम वास्तुशैली का एक अच्छा उदाहरण है।	category=
631	pos	करोली के लाल पत्थरों से बना यह ख़ूबसूरत दिगंबर मंदिर जैन तीर्थंकर आदिनाथ का मंदिर है। 	category=
632	pos	चित्तौड़गढ़ किला राजस्थान का सबसे बड़ा किला है।	category=
633	pos	किला चित्तौड़गढ़ के शानदार इतिहास को बताता है। 	category=
634	neu	किला इस शहर का प्रमुख पर्यटन स्थल है। 	category=
635	neg	किले तक पहुंचने का रास्ता आसान नहीं है। 	category=
636	neg	इस किले में पहुंचने के लिए एक खड़े और घुमावदार मार्ग से होकर जाना होता है। 	category=
637	neu	इस किले में सात दरवाजे हैं जिनके नाम हिंदू देवताओं के नाम पर पड़े हैं। 	category=
638	pos	चित्तौड़गढ़ किला राजपूत शौर्य के इतिहास में गौरवपूर्ण स्थान रखता है। 	category=
639	pos	यह किला 7वीं से 16वीं शताब्दी तक सत्ता का एक महत्वपूर्ण केंद्र हुआ करता था। 	category=
640	pos	वाइल्ड लाइफ देखने का शौक रखने वाले राजस्थान का माउंट आबू वन्यजीव अभयारण्य (वाइल्ड लाइफ सेंचुरी ) जरूर जाएं। 	category=
641	pos	यह अभयारण्य प्राकृतिक सुंदरता के साथ-साथ पक्षियों से गुलजार रहता है। 	category=
642	neu	माउंट आबू वन्यजीव अभयारण्य राजस्थान के माउंट आबू की पर्वतमालाओं के बीच स्थित है। 	category=
643	neu	इस हिल स्टेशन की सैर पर आने वाले पर्यटक माउंट आबू वन्यजीव अभयारण्य जरूर घूमते हैं। 	category=
644	pos	यह बहुत ही सुंदर और दर्शनीय स्थल है। 	category=
645	pos	अभयारण्य माउंट आबू का प्रसिद्ध पर्यटन स्थल है। 	category=
646	pos	ईको टूरिज्म होने के कारण यह अभयारण्य प्रकृति प्रेमियों के लिए एक आकर्षण है। 	category=
647	pos	यहां पर्यटक विभिन्न प्रकार की वनस्पतियां और जीवजन्तु देख सकते हैं जो प्रकृति प्रेमियों और वन्य जीवन उत्साहियों के लिए एक शानदार जगह है। 	category=
648	neu	माउंट आबू वन्य जीवन अभयारण्य में फूलों की विविधता पाई जाती है। 	category=
649	neu	यहां लगभग 820 प्रजाति के पौधे पाए जाते हैं। 	category=
650	neu	यहां ऑर्किड फूलों की बड़ी विविधता भी पाई जाती है। 	category=
651	pos	हरियाली से घिरे होने के अलावा यह अभयारण्य अपने जीवजन्तुओं के लिए भी प्रसिद्ध है। 	category=
652	pos	वन्यजीव प्रेमी यहां अनेक अद्वितीय और दुर्लभ प्रजातियों के जानवर देख सकते हैं। 	category=
653	pos	पक्षियों में रूचि रखने वालों के लिए यह अभयारण्य एक आदर्श जगह है। 	category=
654	pos	इलाहाबाद में पर्यटकों को घूमने के लिए बहुत कुछ है। 	category=
655	pos	उत्तर प्रदेश के इस ऐतिहासिक शहर को देखने देश-विदेश से पर्यटक आते हैं। 	category=
656	pos	इस शहर का उल्लेख भारत के धार्मिक ग्रन्थों में भी मिलता है। 	category=
657	neu	वेद, पुराण, रामायण और महाभारत में इस स्थान को 'प्रयाग' कहा गया है। 	category=
658	pos	इसे 'तीर्थराज' (तीर्थो का राजा) भी कहते हैं। 	category=
659	neu	गंगा, यमुना और सरस्वती नदियों का यहां संगम होता है, इसलिए यह 'त्रिवेणी संगम' कहलाता है। 	category=
660	pos	पर्यटकों को यहां आकर असीम संतुष्टि मिलती है।	category=
661	neu	प्राचीन काल में शहर को प्रयाग (बहु-यज्ञ स्थल) के नाम से जाना जाता था। 	category=
662	neu	ब्रह्मा ने प्रथम यज्ञ यहीं किया था और उसके बाद यहां अनगिनत यज्ञ हुए। 	category=
663	pos	इलाहाबाद मौर्य और गुप्त साम्राज्य से लेकर मुगल साम्राज्य तक समृद्धशाली इतिहास से भरा हुआ है। 	category=
664	pos	कुंभ के महान जन समूह में शामिल होने के अलावा इलाहाबाद में आपको भारतीय धर्म और संस्कृति के बारे में जानने का अवसर मिलेगा। 	category=
665	neu	1931 में इलाहाबाद के अल्फ्रेड पार्क में क्रांतिकारी चंद्रशेखर आजाद ने ब्रिटिश पुलिस से घिर जाने पर स्वयं को गोली मारकर अपनी न पकड़े जाने की प्रतिज्ञा को सत्य किया।	category=
666	neu	यह तीन पवित्र नदियों (गंगा, यमुना और सरस्वती) के मिलन का स्थान है। 	category=
667	pos	यहां वर्ष भर लाखों श्रद्धालु आते है और संगम में डुबकी लगाकर अपने आपको धन्य समझते हैं।	category=
668	pos	गंगा-यमुना के पवित्र संगम के किनारे स्थित इस भव्य किले का निर्माण अकबर ने 1583 ईसवी में बनवाया था। 	category=
669	pos	यह किला अपने शिल्प और निर्माण के लिए प्रसिद्ध है। 	category=
670	pos	यह किला तीन शानदार दीर्घाओं में बंटा हुआ है। 	category=
671	pos	जी हां, सरकार इच्छा शक्ति दिखाए तो महम को एक शानदार पर्यटक स्थल के रूप में भी विकसित किया जा सकता है। 	category=
672	neu	यह प्रयोग महम इलाका निवासियों के लिए वरदान भी सिद्ध हो सकता है। 	category=
	category=
674	neu	महम से लगभग दस किलोमीटर दूर दुनिया में प्रसिद्ध हो चुका हड़प्पा कालीन पुरास्थल दक्षखेड़ा है। 	category=
675	neu	इसके अतिरिक्त अन्य कई पुरास्थल हैं। 	category=
676	neu	शिवानंद आश्रम में प्रदेश का सबसे पुराना बड़ का पेड़ आज भी है। 	category=
677	neu	यहां देश के कई हिस्सों से रोगी व श्रद्धालु आते हैं। 	category=
678	pos	प्रदेश के ग्रामीण इलाकों में सबसे सुंदर माना जाने वाला मंदिर चौबीसी के गांव सैमाण में ही है। 	category=
679	pos	गांव भैणी चंद्रपाल में स्थित मुगलकालीन वाच टावर भी पर्यटकों के लिए आकर्षण का केंद्र हो सकता है।	category=
680	pos	महम की बावड़ी देश भर में प्रसिद्ध है। 	category=
681	con	हालांकि इन दिनों बावड़ी का एक हिस्सा गिरा हुआ है, इसके बावजूद यहां पर्यटक आते हैं। 	category=
682	pos	जलभरत तालाब के सुंदर घाट, प्राचीन मंदिर, महात्माओं की समाधि व आज भी यहां सजता पनघट ग्रामीण पर्यटन के आदर्श कहे जा सकते हैं। 	category=
683	neu	बस तालाब के इलाके का सुंदरीकरण करना है। 	category=
684	pos	यहां कुछ दूरी पर ही चौबीसी का ऐतिहासिक चबूतरा है, जो देशभर में चर्चित है। 	category=
685	pos	हाईवे से गुजरने वाले पर्यटक इस चबूतरे को देखना नहीं भूलते। 	category=
686	pos	चबूतरे के पास मुरंड तालाब का सौंदर्य व ऐतिहासिकता भी किताबों में लिखा जाने योग्य है। 	category=
687	pos	हरे-भरे घने जंगलों, प्राकृतिक दृश्यों और पांच पहाड़ियों के बीच बसा राजगीर भारत का सबसे पवित्र स्थल माना जाता है। 	category=
688	pos	राजगीर न सिर्फ एक प्रसिद्ध धार्मिक तीर्थस्थल है, बल्कि एक खुबसूरत हेल्थ रेसॉर्ट के रूप में भी लोकप्रिय है। 	category=
689	pos	यहां प्राकृतिक सौंदर्य के साथ विविध संस्कृतियां देशी-विदेशी पर्यटकों को आकर्षित करती हैं।	category=
690	neu	पटना से लगभग 107 किमी और नालंदा से 19 किमी दूर राजगीर हिन्दू, जैन और बौद्ध तीनों धर्मो के धार्मिक स्थल हैं। 	category=
691	neu	खासकर बौद्ध धर्म से इसका बहुत प्राचीन संबंध है। 	category=
692	neu	बुद्ध न सिर्फ कई वर्षो तक यहां ठहरे थे, बल्कि कई महत्वपूर्ण उपदेश भी राजगीर की धरती पर दिए थे। 	category=
693	neu	बुद्ध के उपदेशों को यहीं लिपिबद्ध किया गया गया था और पहली बौद्ध संगीति भी यहीं हुई थी। 	category=
694	pos	राजगीर शांति और सौहार्द का स्तंभ है जो आज भी प्राचीनकाल के अवशेष से भरा पड़ा है। 	category=
695	neu	भगवान महावीर ने अपना प्रथम प्रवचन राजगीर के विपुलागिरि नामक स्थान पर प्रारंभ किया था।	category=
696	neu	राजगीर पांच चट्टानी पहाड़ियों से घिरा है। 	category=
697	neu	जिसका जिक्र महाभारत और रामायण में भी मिलता है। 	category=
698	pos	राजगीर की पहाडि़यां विश्व में प्रसिद्ध है।	category=
699	neu	राजगीर की पांच पहाड़ियों का नाम विपुलगिरि, रत्‍‌नागिरि, उदयगिरि, स्वर्णगिरि और वैभारगिरि हैं। 	category=
700	pos	पहाड़ों की प्राकृतिक सौंदर्य और हरे-भरे जंगलों के मनोरम दृश्यों को देखने पर्यटक देश-विदेश से आते हैं।	category=
701	neu	गृद्धकूट पर्वत- भगवान महात्मा बुद्ध गृद्धकूट पर्वत पर बैठकर लोगों को कई महत्वपूर्ण उपदेश दिए थे। 	category=
702	pos	जापान के बुद्ध संघ ने इसकी चोटी पर एक विशाल शांति स्तूप का निर्माण करवाया है जो आजकल पर्यटकों के आकर्षण का मूख्य केंद्र है। 	category=
703	neu	वेणुवन-बांसों के वन में बसे वेणु विहार को उस समय के राजा बिम्बसार ने भगवान बुद्ध के रहने के लिए बनवाया था। 	category=
704	pos	विणु विहार बहुत ही खूबसूरत जगह है।	category=
705	neu	गर्म जल के झरने-वैभव पर्वत की सीढि़यों पर मंदिरों के बीच गर्म जल के कई झरने (सप्तधाराएं) हैं जहां सप्तकर्णी गुफाओं से जल आता है। 	category=
706	pos	इन झरनों के पानी में कई चिकित्सकीय गुण होने के प्रमाण मिले हैं।	category=
707	neu 	जैन मंदिर-पहाड़ों के बीच बने 26 जैन मंदिरों को दूर से देखा जा सकता है। 	category=
708	neg	क्योंकि वहां पहुंचने का रास्ता अत्यंत दुर्गम है। 	category=
709	neu	जैन धर्म के महावीर संस्थापक भी मंदिरों में कई बार आते थे।	category=
710	neu	राजगीर महोत्सव-हर साल तीन या चार दिन के लिए राजगीर महोत्सव का आयोजन होता है। 	category=
711	neu	इस महोत्सव में मगध के इतिहास की झलक कलाकार गीत, संगीत और नृत्य के माध्यम से प्रस्तुत करते हैं। 	category=
712	pos	जिसको देश-विदेश से हजारों पर्यटक देखने आते हैं।	category=
713	pos	मलमास मेला-तीन वर्षो में एक बार आने वाला मलमास के दौरान राजगीर में विश्व प्रसिद्ध मेला लगता है। 	category=
714	neu	इस साल नये साल वाले दिन ही कश्मीर यात्रा के लिये सपरिवार जाना हुआ था। 	category=
715	neu	इस यात्रा में कश्मीर की डल झील, निशात बाग, शालीमार बाग व अन्य बाग के अलावा पहलगाम यात्रा की गयी थी। 	category=
716	neu	बीकानेर यात्रा में राकेश के साथ लडेरा गाँव स्थित मरुभूमि महोत्सव देखने का कार्यक्रम बनाया गया था।	category=
717	pos	गजब का नजारा था...थोड़ी‍-थोड़ी दूर पर उफनते जलप्रपात, गाड़ी की विंड स्क्रीन से टकराती बारिश की मोटी मोटी बूँदे, सड़क की काली लकीर की अगल बगल चहलकदमी करते बादल और मन मोहती हरियाली... सफर के कुछ अदभुत दृश्यों में से ये भी एक था। 	category=
718	neu	पहाड़ के बीचों बीच पतले झरने की सफेद लकीर, चट्टानों के इस विशाल जाल के सामने बौनी प्रतीत हो रही थी। 	category=
719	neu	पर असली नजारा तो दूसरी ओर था। 	category=
720	pos	पर्वतों और सूरज के बीच की ऐसी आँखमिचौनी मैंने पहले कभी नहीं देखी थी।	category=
721	neu	पहाड़ के ठीक सामने का हिस्सा जिधर हमारा होटल था अभी भी अंधकार में डूबा था। 	category=
722	neu	दूर दूसरे शिखर के पास एक छोटा सा पेड़ किरणों की प्रतीक्षा में अपनी बाहें फैलाये खड़ा था। 	category=
723	neu	उधर बादलों की चादर को खिसकाकर सूर्य किरणें अपना मार्ग प्रशस्त कर रहीं थीं।	category=
724	neu	थोड़ी ही देर में ये किरणें कंचनजंघा की बर्फ से लदी चोटियों को यूँ प्रकाशमान करने लगीं मानो भगवन ने पहाड़ के उस छोर पर बड़ी सी सर्चलाइट जला रखी हो। 	category=
725	pos	शायद वर्षों तक ये दृश्य मेरे स्मृतिपटल पर अंकित रहे। 	category=
726	pos	अपने सफर के इस यादगार लमहे को मैं अपने कैमरे में कैद कर सका ये मेरी खुशकिस्मती है ।	category=
727	pos	सुबह की धूप का आनंद लेते हुये हम यूमथांग की ओर चल पड़े। 	category=
728	neu	सारा रास्ता बैंगनी रंग के इन छोटे छोटे फूलों से अटा पड़ा था। 	category=
729	neu	करीब डेढ़ घंटे के सफर के बाद हम यूमथांग में थे।	category=
730	neg	यूमथांग की सुन्दरता के जितने चर्चे हमने सुन रखे थे उस हिसाब से हमें निराश होना पड़ा ।	category=
731	neu	चुन्गथांग की हसीन वादियों और चाय की चुस्कियों के साथ सफर की थकान जाती रही। 	category=
732	pos	लाचेन घाटी (Lachen Valley) पूरी तरह गाढ़ी सफेद धुंध की गिरफ्त में थी और वाहन की खिड़की से आती हल्की फुहारें मन को शीतल कर रहीं थीं।	category=
733	pos	पर हम तो मन ही मन रोमांचित हो रहे थे उस अगली सुबह के इंतजार में जो शायद हमें उस नीले आकाश के और पास ले जा सके !	category=
734	neg	लाचेन से आगे का रास्ता फिर थोड़ा पथरीला था। 	category=
735	neg	सड़क कटी-कटी सी थी। 	category=
736	neg	कहीं-कहीं पहाड़ के ऊपरी हिस्से में भू-स्खलन होने की वजह से उसके ठीक नीचे के जंगल बिलकुल साफ हो गये थे। 	category=
737	neu	आगे की आबादी ना के बराबर थी। 	category=
738	neu	बीच-बीच में याकों का समूह जरूर दृष्टिगोचर हो जाता था। 	category=
739	neu	बचपन में भूगोल का पढ़ा हुआ पाठ याद आ रहा था कि जैसे जैसे ऊपर की ओर बढ़ेंगे वैसे वैसे वनस्पति का स्वरूप बदलेगा। 	category=
740	neu	इसी तथ्य की गवाही हमारे अगल बगल का परिदृश्य भी दे रहा था । 	category=
741	neu	चौड़ी पत्ती वाले पेड़ों की जगह अब नुकीली पत्ती वाले पेड़ो ने ले ली थी । 	category=
742	neu	पर ये क्या थान्गू पहुँचते पहुँचते तो ये भी गायब होने लगे थे। 	category=
743	neu	रह गये थे, तो बस छोटे-छोटे झाड़ीनुमा पौधे।	category=
744	pos	नीला आसमान, नंगे पहाड़ और बर्फ आच्छादित चोटियाँ मिलकर ऐसा मंजर प्रस्तुत कर रहे थे जैसे हम किसी दूसरी ही दुनिया में हों । 	category=
745	pos	मन ही मन इस बात का उत्साह भी था कि आखिर सकुशल इस ऊँचाई पर पहुँच ही गये। 	category=
746	pos	झील का दृश्य बेहद मनमोहक था। 	category=
747	pos	वो यहाँ से जो साथ हुईं....क्या बताऊँ पूरा सफर उसकी मोहक इठलाती तो कभी बलखाती अदाओं को निहारने में ही बीता। 	category=
748	pos	सुबह हुई और साथ वालों ने खबर दी की बाहर हो आओ अच्छा नज़ारा है। 	category=
749	pos	होटल के ठीक बाहर जैसे ही सड़क पर कदम रखा सामने का दृश्य ऐसा था मानो कंचनजंघा (Kanchanjungha) की चोटियाँ बाहें खोल हमारा स्वागत कर रही हों । 	category=
750	pos	सुबह का गंगतोक शाम से भी प्यारा था । 	category=
751	pos	पहाड़ों की सबसे बड़ी खासियत यही है कि यहाँ मौसम बदलते देर नहीं लगती । 	category=
752	neg	ताशी विउ प्वाइंट (Tashi View Point) से हमने उत्तरी सिक्किम राजमार्ग (North Sikkim Highway) की राह पकड़ी और थोड़ी ही देर में समझ लिया कि पहाड़ पर आने के पहले भगवान को अच्छी मनःस्थिति यानि गुड ह्यूमर में रखना इतना जरूरी क्यूँ है ? 	category=
753	neg	बाप रे ! एक ओर खाई तो दूसरी ओर भू-स्खलन से जगह जगह कटी फटी सड़कें ! 	category=
754	neg	अन्नदाता के ऊपर से बस एक चट्टान खिसकाने की देरी है कि सारी यात्रा का बेड़ा गर्क ! 	category=
755	neg	और अगर इन्द्र का कोप हो तो ऐसी बारिश करा दें कि चट्टान आगे खिसक भी रही हो तो भी गाड़ी की विंडस्क्रीन पर कुछ ना दिखाई दे !	category=
756	neu	खैर हम लोग कबी (Kabi) और फेनसांग (Phensang) तक सड़क के हालात देख मन ही मन राम-राम जपते गए !	category=
757	pos	सामने बैठी एक विदेशी बाला गिरते पानी के प्रवाह से ऐसी मंत्रमुग्ध थी मानों जन्नत में विचरण कर रही हो ।	category=
758	pos	फेनसांग से मंगन (Mangan) तक का मार्ग सुगम था ! 	category=
759	pos	इन रास्तों की विशेषता ये है कि एक पहाड़ से दूसरे पहाड़ जाने के लिये पहले आपको एकदम नीचे उतरना पड़ेगा और फिर चढ़ाई चढ़नी पड़ेगी ! 	category=
760	pos	ऐसे में तीस्ता कभी बिलकुल करीब आ जाती तो कभी पहाड़ के शिखर से एक खूबसूरत लकीर की तरह बहती दिखती।	category=
761	pos	हमारे समूह ने सोचा कि छोटे रास्ते से जाने से समय कम लगेगा और ऊँचाई से नयनाभिराम दृश्य दिखेंगे सो अलग। 	category=
762	pos	माउंट एवरेस्ट को देख पाने की ललक भी अंदर ही अंदर स्कूली मन में कुलाँचे मार रही थी।। 	category=
763	neu	ख़ैर एवरेस्ट तो उस रास्ते से नहीं दिखा पर तीखी चढ़ाई चढ़ने की वज़ह से हमारी महिंद्रा की जीप का बाजा बज गया । 	category=
764	neg	थोड़ी थोड़ी दूर में इतनी गर्म हो जाती कि उसे अगल बगल से खोज कर पानी पिलाने की आवश्यकता पड़ जाती।	category=
765	pos	येरकाड या यरकौद में यूँ तो होटलों की कमी नहीं है पर बीसवें हेयरपिन बेंड के ठीक बाद GRT Nature Trails में अगर ना भी रुकें तो यहाँ एक बार भोजन करना तो बनता है सिर्फ इसलिए नहीं कि यहाँ के व्यंजन लजीज़ हैं बल्कि खासतौर से इसलिए कि यहाँ के SKYWALK से आप येरकाड घाटी का अद्भुत नज़ारा देख सकते हैं। 	category=
766	pos	यहाँ की साज सज्जा तो सुंदर है ही, रात के वक्त इन्हीं सीढ़ियों से ऊपर जाकर आप चाँदनी रात में Bonfire का आनंद भी उठा सकते हैं	category=
767	pos	Skywalk की Terrace पर लगी इन कुर्सियों पर चाय की चुस्कियाँ लेते हुए येरकाड घाटी के सौंदर्य को घंटों निहार सकते हैं।	category=
768	neu	हरी भरी घाटी.. खाली कुर्सी .. बस उनके साथ की तलबगार है :)	category=
769	neg	यहाँ खाना पीना उतना मँहगा नहीं पर रहना जेब को काफी भारी पड़ता है। 	category=
770	neu	सीजन के हिसाब से यहाँ के कमरे की दरें प्रति दिन पाँच हजार या उससे भी ज़्यादा हो सकती हैं। 	category=
771	neu	इसलिए मेरी सलाह तो यही है कि यहाँ रहें ना रहें पर जलपान के लिए रुक कर इन नज़ारों को देखना ना भूलें.	category=
772	pos	पर रास्ते का असली आनंद तब आता है जब आप सात सौ मीटर से ऊपर उठना शुरु करते हैं। 	category=
773	neu	इन पौधों को करीब से देखने का सबसे अच्छा उपाय तो ये है कि आप ऊपर तक गाड़ी से जाएँ और फिर बागानों के बीच से ट्रैक करते नीचे उतर आएँ। 	category=
774	neu	हरी फलियों से लदी काली मिर्च की लताएँ	category=
775	neu	गाड़ी से उतर कर हम जंगल में घुसे और इन कच्ची फलियों का स्वाद लिया। 	category=
776	neu	खाने में जायक़ा काली मिर्च जैसा ही था पर तीखापन अपेक्षाकृत कम था। 	category=
777	pos	अहा क्या स्वाद था इनका भी !	category=
778	pos	चाय के सुव्यवस्थित और खूबसूरत बागानों की अपेक्षा कॉफी के पौधे छोटी छोटी झाड़ियों की शक्ल में बेतरतीबी से पहाड़ी ढलानों पर फैले होते हैं।  	category=
779	pos	हरे पीले की बीच मन को खुश करता बैंगनी	category=
780	pos	सुर्ख लाली कितनी प्यारी है 	category=
781	pos	पत्तों से हमारा हुस्न छुपता जो था सो गिरा दिया उन्हें 	category=
782	pos	ढलती रोशनी में ये सूखा से पेड़ ऐसा लग रहा था मानो काग़ज़ पर बनी कोई सुंदर सी पेंटिंग हो      
