ID	Polarity	Text
766	neu	सोनू सूद धीरे-धीरे बलिष्ठ देह दिखाने के आयटम बनते जा रहे हैं। 
767	pos	बोमन अपने लहजे से पारसी किरदार में जंचते हैं। 
768	pos	विवान शाह साधारण हैं।
769	pos	'हैप्पी न्यू इयर' निश्चित ही आकर्षक, भव्य और रंगीन है। 
770	pos	फिल्म अपनी संरचना से बांधे रखती है। 
771	neg	गीत-संगीत प्रभावशाली नहीं है। 
772	neu	फराह खान खुद कोरियोग्राफर रही हैं। 
773	neg	फिर भी 'हैप्पी न्यू ईयर' के डांस सीक्वेंस प्रभावित नहीं करते। 
774	neu	दीपिका पादुकोण की नृत्य प्रतिभा की झलक भर मिल पाती है। 
775	neg	फराह खान और शाह रुख खान की पिछली दोनों फिल्में 'मैं हूं ना' और 'ओम शांति ओम' से कमजोर फिल्म है 'हैप्पी न्यू ईयर'।  
776	neu	देश-दुनिया के आर्थिक विकास के इस दौर में स्पष्ट दिखाई दे रहा है कि बहुराष्ट्रीय कंपनियां स्थानीय उद्यमियों के व्यापार को निगलने के साथ नष्ट कर रही हैं। 
777	neu	इस व्यापक कथा की एक उपकथा 'सोनाली केबल' में है। 
778	neg	सोनाली का किरदार निभा रही रिया चक्रवर्ती मराठी युवती की भूमिका में मिसफिट लगती हैं। 
779	neu	हालांकि भाषा और लहजे में मराठीपन लाने और डालने की कोशिश की गई है। 
780	pos	स्मिता जयकर और स्वानंद किरकिरे ही अपने मराठी चरित्रों के साथ न्याय कर पाते हैं। 
781	pos	अनुपम खेर के अभिनय का खास अंदाज यहां दोहराव पैदा करता है। 
782	neu	उनका कैरेक्टर कैरीकेचर बन गया है।
783	neu	निर्देशक चारूदत्त आचार्य ने इंटरनेशनल मुद्दे को स्थानीय स्तर पर दिखाने की सराहनीय कोशिश की है। 
784	neu	इस कोशिश में चरित्र और स्थितियों की वास्तविकता पर ध्यान देना जरूरी था। 
785	neg	इसके अभाव में फिल्म प्रभावहीन हो जाती है। 
786	neu	ऐसी फिल्मों में प्रेम कहानी डालने की अनिवार्यता नहीं रहनी चाहिए। 
787	neu	इससे कथ्य और अभिव्यक्ति में व्यवधान आता है। 
788	pos	फिल्म के कहानीकार राहिल काजी और निर्देशक रवींद्र गौतम भी अपने मकसद में सफल हुए हैं। 
789	neu	फिल्म की यूएसपी उसका इमोशनल कार्ड है। 
790	pos	वह कई मौकों पर दर्शकों के दिल को छूती है। 
791	neu	वह साथ ही मुंबई शहर की जुझारू और लोगों की सहयोगी प्रवृत्ति भी दिखाती है।
792	neu	राहिल काजी ने दिलचस्प कथा रची है, जो इशारों-इशारों में नेताओं व मीडिया बिरादरी के स्याह पक्ष को पेश करती है। 
793	neu	नेहा धूपिया संघर्षरत अभिनेत्री की भूमिका में हैं। 
794	neu	उनका नाम जयप्रभा है। 
795	neu	फिल्म के हर सीन एक-दूसरे से जुड़े हुए हैं। 
796	neu	वे तेज गति और रोचक तरीके से भ्रष्टाचार और ईमानदारी के अंतद्र्वंद्व को पेश करती है। 
797	pos	अनुपम खेर ने जानदार परफॉर्मेंस दी है। 
798	pos	पुरुषोत्तम जोशी के अवतार में बेबस मगर अपने सिद्धांतों पर अडिग रहने वाले शख्स की भूमिका को उन्होंने जीवंत बना दिया है।
799	neu	दिव्येंदु शर्मा का कॉमिक अवतार लोगों ने अब तक देखा है, मगर यहां उनका विद्रोही रूप असर छोड़ता है। 
800	neu	फिल्म की हीरोइन अदिति शर्मा भी अपने किरदार तान्या और राजेश शर्मा भ्रष्ट सीएम के रोल के संग न्याय करती हैं। 
801`	pos	फिल्म का संगीत भी निराश नहीं करता। 
802	neu	990 में कश्मीर में आम्र्ड फोर्सेज स्पेशल पॉवर एक्ट के लागू होने के बाद सेना के दमन और नियंत्रण से वहां सामाजिक और राजनीतिक स्थिति बेकाबू हो गई थी। 
803	neu	उसमें शामिल गजाला, हैदर, खुर्रम, हिलाल और अर्शिया की जिंदगी लहुलूहान हो रही थी और सफेद बर्फ पर बिखरे लाल छीटों की चीख गूंज रही थी।
804	pos	विशाल भारद्वाज निस्संदेह अपनी पीढ़ी के समर्थ और संवेदनशील फिल्मकार हैं। 
805	neu	बाजार और फैशन के दवाब से परे जाकर वे क्रिएटिव कट्टरता के साथ फिल्में बनाते हैं। 
806	neu	उनकी फिल्मों में भावना और संवेदना का घनत्व ज्यादा रहता है। 
807	pos	अच्छी बात है कि उनकी फिल्मों की अनेक व्याख्याएं हो सकती हैं। 
808	neu	विशाल भारद्वाज 'हैदर' में भी सरल नहीं हैं। 
809	neu	उन्होंने शेक्सपियर के 'हैमलेट' से प्रेरित 'हैदर' को और परतदार एवं जटिल बना दिया है।
810	neu	'हैदर' में सभी कलाकार अपने किरदारों को प्रभावशाली तरीके से जीने की मेहनत करते हैं। 
811	pos	इनमें गजाला बनी तब्बू और खुर्रम बने केके मेनन अपने प्रयासों में सफल रहते हैं। 
812	pos	हालांकि दोनों अपनी मुग्धकारी प्रतिभाएं अनेक फिल्मों में साबित कर चुके हैं, लेकिन इस फिल्म में विशाल के निर्देशन में उन्हें फिर से निखरते देखना अच्छा लगता है। 
813	pos	शाहिद कपूर ने हैदर के बाहरी रूप को अच्छी तरह अंगीकार किया है। 
814	neu	वे किरदार के आंतरिक द्वेष और प्रतिशोध को सही अनुपात में आत्मसात नहीं कर सके हैं। 
815	neg	श्रद्धा कपूर अदायगी और संवाद अदायगी दोनों में विफल रही हैं। 
816	neg	उनका खूबसूरत चेहरा भावों के अनुरूप नहीं बदलता। 
817	neg	ललित परिमू, आशीष विद्यार्थी जैसे सहयोगी किरदारों की वेशभूषा पर ध्यान नहीं दिया गया है। 
818	pos	इरफान सिद्धहस्त अभिनेता हैं। 
819	pos	उनकी मौजूदगी ही काफी लगती है। 
820	neu	यहां वे रूहदार को तरजीह देते नहीं दिखाई पड़ते। 
821	neu	'हैदर' की खोज है नरेंद्र झा। 
822	pos	हैदर के पिता के रूप में उन्होंने शानदार परफारमेंस दी है।	
823	neu	'हैदर' है तो 1995 के कश्मीर की पृष्ठभूमि पर, लेकिन फिल्म में उस साल की राजनीतिक घटनाओं का कोई रेफरेंस नहीं है। 
824	neu	विशाल भारद्वाज की फिल्मों में लतीफे और मजाकिया किरदार भी रहते हैं। 
825	con	इस फिल्म में अभिनेता सलमान खान के प्रतिरूप बने दोनों सलमान और लतीफों पर हंसी तो आती है, मगर यह हंसी फिल्म के अभिप्राय को कमजोर करती है।  
826	neg	आनंद कुमार की फिल्म 'देसी कट्टे' में अनेक विषयों को एक ही कहानी में पिरोने की असफल कोशिश की गई है। 
827	neu	यह फिल्म दो दोस्तों की कहानी है, जो एक साथ गैंगवॉर, अपराध, राजनीति का दुष्चक्र, खेल के प्रति जागरूकता, समाज में बढ़ रहे अपराधीकरण आदि विषयों को टटोलने का प्रयास करती है। 
828	neg	नतीजतन यह फिल्म किसी भी विषय को ढंग से पेश नहीं कर पाती। 
829	neu	इसमें कलाकारों की भीड़ है। 
830	neu	भीड़ इसलिए कि उन किरदारों को लेखक ने ठोस और निजी पहचान नहीं दी है। 
831	neg	यही कारण है कि आशुतोष राणा, अखिलेंद्र मिश्रा, सुनील शेट्टी आदि के होने के बावजूद फिल्म बांध नहीं पाती।
832	neg	'देसी कट्टे' निहायत कमजोर फिल्म है। 
833	neg	अफसोस की बात है कि मिले अवसर का सही उपयोग न होने पर भविष्य की अनेक संभावनाओं का दम घुट जाता है। 
834	neu	नई कोशिशों पर रोक लग जाती है। 
835	neg	यह फिल्म मनोरंजन थोड़ा कम करती है
836	neu	अगर हबीब फैजल की 'दावत-ए-इश्क में कुछ व्यंजनों का जिक्र भी करते तो फिल्म और जायकेदार हो जाती। 
837	neu	हिंदी में बनी यह पहली ऐसी फिल्म है,जिसमें नॉनवेज व्यंजनों का खुलेआम उल्लेख होता है। 
838	neu	इस लिहाज से यह फूड फिल्म कही जा सकती है। 
839	neu	मनोरंजन की इस दावत में इश्क का तडक़ा लगाया गया है। 
840	pos	हैदराबाद और लखनऊ की भाषा और परिवेश पर मेहनत की गई है। 
841	pos	हैदराबादी लहजे पर ज्‍यादा मेहनत की गई है। 
842	neu	लखनवी अंदाज पर अधिक तवज्‍जो नहीं है।
843	neu	फिल्म का शीर्षक थीम के मुताबिक जायकेदार नहीं है। 
844	neu	'दावत-ए-इश्क को गाने में लाने के लिए कौसर मुनीर को भी मेहनत करनी पड़ी है। 
845	neg	फिल्म के गीत कथ्य के साथ संगति नहीं बिठा पाते। 
846	neg	कौसर मुनीर गीतों में अर्थ लाने के लिए सहजता और स्वाभाविकता खो देती हैं। 
847	neu	होली गीत में कैसे हैदराबाद की गुलरेज अचानक लखनवी लब्जों का इस्तेमाल करने लगती है
848	neu	तार्र्किकता तो गीतों की तरह अनेक दृश्यों में भी नहीं है
849	neu	यह फिल्म स्पष्ट शब्दों में दहेज का सवाल उठाती है और धारा 498ए का उल्लेख करती है। 
850	pos	इसके लिए हबीब फैजल अवश्य धन्यवाद के पात्र हैं। 
851	neg	शशांक घोष की 'खूबसूरत' की तुलना अगर हृषिकेष मुखर्जी की 'खूबसूरत' से करने के इरादे से सोनम कपूर की यह फिल्म देखेंगे तो निराशा और असंतुष्टि होगी। 
852	neu	यह फिल्म पुरानी फिल्म के मूल तत्व को लेकर नए सिरे से कथा रचती है। 
853	neu	एक अनुशासित और कठोर माहौल के परिवार में चुलबुली लड़की आती है और वह अपने उन्मुक्त नैसर्गिक गुणों से व्यवस्था बदल देती है। 
854	neu	निर्देशक शशांक घोष और उनके लेखक ने मूल फिल्म के समकक्ष पहुंचने की भूल नहीं की है। 
855	neu	उन्होंने नए परिवेश में नए किरदारों को रखा है। 
856	pos	'खूबसूरत' सामंती व्यवहार और आधुनिक सोच-समझ के द्वंद्व को रोचक तरीके से पर्दे पर ले आती है।
857	pos	मिली चक्रवर्ती की उन्मुक्तता को पर्दे पर जीवंत करने में सोनम कपूर की स्वाभाविकता दिखती है। 
858	neu	ऐसा लगता है कि उन्हें खास मेहनत नहीं करनी पड़ी हैं, जबकि मिली के मिजाज को अंत तक निभा ले जाने में श्रम लगा होगा। 
859	pos	सोनम कपूर ने मिली के स्वभाव को अपने हाव-भाव और अभिनय से रोचक बना दिया है। 
860	pos	रानी साहिबा की भूमिका में रत्ना पाठक शाह की पकड़ और अकड़ किरदार के अनुकूल है। 
861	pos	विक्रम सिंह राठौड़ की भूमिका में पाकिस्तानी अभिनेता फवाद खान अपनी प्रतिभा से मुग्ध करते हैं। 
862	pos	न्होंने अभिनय में संयम और शिष्टता का परिचय दिया है। 
863	pos	राजा साहब की भूमिका में अमीर राजा हुसैन जंचे हैं। 
864	pos	रामसेवक के छोटे किरदार में अशोक बांठिया भी नोटिस होते हैं।
865	neg	हां, फिल्म में हिंदी शब्दों के प्रति बरती गई लापरवाही अखरती है। 
866	neg	सूर्यगढ़ को सूर्यगड़ और संभलगढ़ को समभलगढ़ लिखना और दिसंबर को डिसेंबर बोलना सही नहीं लगता।
867	neu	यह हिंदी की मौलिक फिल्म नहीं है। 
868	neu	होमी अदजानिया निर्देशित फाइंडिंग फैनी मूल रूप से इंग्लिश फिल्म है। 
869	neu	हालांकि यह हॉलीवुड की इंग्लिश फिल्म से अलग है, क्योंकि इसमें गोवा है।भाषा और मुहावरों का वहां सटीक उपयोग हुआ है। 
870	neu	हिंदी में डब करने में मजा खो गया है और प्रभाव भी। 
871	neg	कई दृश्यों में तो होंठ कुछ और ढंग से हिल रहे हैं और सुनाई कुछ और पड़ रहा है। 
872	neu	यह एक साथ इंग्लिश और हिंदी में बनी फिल्म नहीं है। 
873	neu	इन दिनों हॉलीवुड की फिल्में भी डब होकर हिंदी में रिलीज होती हैं, लेकिन उनमें होंठ और शब्दों को मिलाने की कोशिश रहती है। 
874	neg	फाइंडिंग फैनी में लापरवाही झलकती है 
875	neu	होमी अदजानिया ने गोवा के पृष्ठभूमि के इन किरदारों की निजी विसंगति में हास्य पैदा किया है। 
876	pos	होमी इन किरदारों के माहौल और मूड को अच्छी तरह से चित्रित करते हैं। 
877	pos	उन्हें उम्दा कलाकारों से भरपूर सहयोग मिला है। 
878	pos	पंकज कपूर और नसीरुद्दीन शाह ने वैसे इस से बेहतर परफारमेंस से हमें चकित किया है। 
879	pos	डिंपल भी अपनी छोटी भूमिकाओं में प्रभावित करती रही हैं। 
880	neu	फाइंडिंग फैनी वास्तव में दीपिका पादुकोण और अर्जुन कपूर के लिए उल्लेखनीय हैं। 
881	pos	दोनों ने मिले मौके के हिसाब से मेहनत की और अपनी अदाकारी से संतुष्ट किया है।
882	pos	हिंदी फिल्मों के आम दर्शक फाइंडिंग फैनी का अपेक्षित आनंद नहीं उठा सकेंगे। 
883	neu	फिल्म की भावभूमि उनके लिए नई और अपरिचित है।   
